N,p,workload,comparison,metric,comparison_mean,GRR_mean,diff_mean,ci95_low,ci95_high,paired_t_p,wilcoxon_p,paired_t_p_holm,wilcoxon_p_holm
101,0.05,uniform,GuardedFill,max_wait,1.5833333333333333,2.0,-0.4166666666666667,-0.743836722360674,-0.08949661097265937,0.017180487343013168,0.0625,0.2920682848312238,1.0
101,0.05,uniform,GuardedFill,jain,0.9939129939737706,0.9940089439837999,-9.595001002909997e-05,-0.00018096890669461784,-1.0931113363582106e-05,0.030358788635421997,0.04248046875,0.45538182953132994,0.72216796875
101,0.05,uniform,RotatingGreedy,throughput,5.031194444444444,4.915777777777778,0.11541666666666672,0.11165383849073508,0.11917949484259836,9.346470880504193e-16,0.00048828125,5.607882528302516e-14,0.0703125
101,0.05,uniform,RotatingGreedy,mean_wait,0.0523031747085222,0.52548722311762,-0.4731840484090979,-0.4757472565105103,-0.4706208403076855,2.5200139486252925e-24,0.00048828125,2.7468152040015687e-22,0.0703125
101,0.05,uniform,RotatingGreedy,max_wait,3.0,2.0,1.0,0.7290774550209348,1.270922544979065,5.641523903220856e-06,0.0009765625,0.00015796266929018397,0.0703125
101,0.05,uniform,RotatingGreedy,jain,0.9939179735492756,0.9940089439837999,-9.097043452411617e-05,-0.0002000198516135222,1.8078982565289858e-05,0.09349627809945635,0.09228515625,1.0,1.0
101,0.2,hotspot,AgeMIS,throughput,16.77311111111111,16.075472222222224,0.6976388888888895,0.6849554376550981,0.7103223401226808,1.5285460029391388e-18,0.00048828125,1.0394112819986145e-16,0.0703125
101,0.2,hotspot,AgeMIS,mean_wait,0.34296052134314836,0.6393205678238705,-0.2963600464807223,-0.2981014431870112,-0.29461864977443336,6.165158093820762e-24,0.00048828125,6.411764417573593e-22,0.0703125
101,0.2,hotspot,AgeMIS,max_wait,4.833333333333333,2.0,2.8333333333333335,2.3028967861239504,3.3637698805427165,1.4356308680133128e-07,0.00048828125,4.45045569084127e-06,0.0703125
101,0.2,hotspot,AgeMIS,jain,0.7091861016385351,0.6969533355400316,0.01223276609850349,0.011746409185050783,0.012719123011956195,8.243143893754005e-15,0.00048828125,4.616160580502243e-13,0.0703125
101,0.2,hotspot,GuardedFill,throughput,16.683666666666667,16.075472222222224,0.6081944444444446,0.5973539842354219,0.6190349046534673,1.229493783496089e-18,0.00048828125,8.483507106123014e-17,0.0703125
101,0.2,hotspot,GuardedFill,mean_wait,0.35868649888960563,0.6393205678238705,-0.28063406893426496,-0.2818295801041186,-0.2794385577644113,1.7935488137666555e-25,0.00048828125,2.098452112106987e-23,0.0703125
101,0.2,hotspot,GuardedFill,max_wait,2.0,2.0,0.0,0.0,0.0,,1.0,1.0,1.0
101,0.2,hotspot,GuardedFill,jain,0.7147701257135214,0.6969533355400316,0.01781679017348987,0.017545371779284377,0.018088208567695364,2.187785336656661e-19,0.00048828125,1.5752054423927958e-17,0.0703125
101,0.2,hotspot,RotatingGreedy,throughput,16.748638888888888,16.075472222222224,0.6731666666666666,0.6613224306796814,0.6850109026536517,1.0664436462294987e-18,0.00048828125,7.465105523606491e-17,0.0703125
101,0.2,hotspot,RotatingGreedy,mean_wait,0.3461276458068647,0.6393205678238705,-0.2931929220170058,-0.29487614411993274,-0.2915096999140789,4.774861029609489e-24,0.00048828125,5.061352691386058e-22,0.0703125
101,0.2,hotspot,RotatingGreedy,max_wait,20.5,2.0,18.5,17.131908209535155,19.868091790464845,7.268152474094638e-12,0.00048828125,3.779439286529212e-10,0.0703125
101,0.2,hotspot,RotatingGreedy,jain,0.6863860550252138,0.6969533355400316,-0.01056728051481795,-0.012160461348588275,-0.008974099681047626,1.5156118998900573e-08,0.00048828125,6.062447599560229e-07,0.0703125
101,0.2,uniform,AgeMIS,throughput,19.27436111111111,18.089027777777776,1.185333333333335,1.1727300144702293,1.1979366521964405,4.195474695483051e-21,0.00048828125,3.440289250296102e-19,0.0703125
101,0.2,uniform,AgeMIS,mean_wait,0.22917863355819845,0.5724829821126899,-0.34330434855449155,-0.3451152005828093,-0.3414934965261738,1.88087234509588e-24,0.00048828125,2.068959579605468e-22,0.0703125
101,0.2,uniform,AgeMIS,max_wait,3.0,2.0,1.0,1.0,1.0,0.0,0.00048828125,0.0,0.0703125
101,0.2,uniform,AgeMIS,jain,0.9986895883052029,0.998819176714037,-0.00012958840883423028,-0.00018454921706066818,-7.462760060779238e-05,0.0002992831698793675,0.00048828125,0.00598566339758735,0.0703125
101,0.2,uniform,GuardedFill,throughput,19.211388888888887,18.089027777777776,1.1223611111111127,1.1091763814456974,1.135545840776528,1.2557187368129881e-20,0.00048828125,1.0045749894503905e-18,0.0703125
101,0.2,uniform,GuardedFill,mean_wait,0.24743525805487918,0.5724829821126899,-0.32504772405781085,-0.32671374168194384,-0.32338170643367786,1.3714624542753267e-24,0.00048828125,1.5360379487883659e-22,0.0703125
101,0.2,uniform,GuardedFill,max_wait,2.0,2.0,0.0,0.0,0.0,,1.0,1.0,1.0
101,0.2,uniform,GuardedFill,jain,0.9987390145144355,0.998819176714037,-8.016219960154299e-05,-0.0001188509245030667,-4.147347470001928e-05,0.000816115832694668,0.00048828125,0.014690084988504023,0.0703125
101,0.2,uniform,RotatingGreedy,throughput,19.274722222222223,18.089027777777776,1.1856944444444455,1.1715528936002433,1.1998359952886477,1.4835872483370187e-20,0.00048828125,1.1423621812195044e-18,0.0703125
101,0.2,uniform,RotatingGreedy,mean_wait,0.2289422907191707,0.5724829821126899,-0.3435406913935193,-0.345427092845677,-0.34165428994136154,2.9263260619433734e-24,0.00048828125,3.160432146898843e-22,0.0703125
101,0.2,uniform,RotatingGreedy,max_wait,5.75,2.0,3.75,3.271072078172464,4.228927921827536,2.6223148558107743e-09,0.00048828125,1.127595387998633e-07,0.0703125
101,0.2,uniform,RotatingGreedy,jain,0.9986898157042972,0.998819176714037,-0.00012936100973981457,-0.00018050369870241468,-7.821832077721446e-05,0.00016836438124236187,0.00048828125,0.0035356520060895995,0.0703125
101,0.4,hotspot,AgeMIS,throughput,32.15847222222222,30.493916666666664,1.6645555555555562,1.648643142486053,1.6804679686250594,1.3020154157110902e-21,0.00048828125,1.1197332575115377e-19,0.0703125
101,0.4,hotspot,AgeMIS,mean_wait,0.489875519760238,0.6760134725242247,-0.1861379527639865,-0.18738478220163463,-0.1848911233263384,2.6045157818165953e-23,0.00048828125,2.604515781816595e-21,0.0703125
