arch,artifact,policy,N,workload,app,seed,measure_s,tick_us,sched_jitter_us,dispatch_jitter_us,meals,throughput_s,mean_wait_ms,p50_wait_ms,p95_wait_ms,p99_wait_ms,max_wait_ms,jain,min_meals,max_meals,zero_workers,scheduler_ticks,guard_obligations,max_owed_age_ms
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,3,2.0,200,120,80,188884,94442.0,0.69432,0.00012,3.574066,5.92162,22.677972,0.995051,1571,2253,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,3,2.0,200,120,80,55815,27907.5,3.624161,3.072994,6.902556,8.964754,10.602099,0.999993,550,555,0,14104,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,3,2.0,200,120,80,19225,9612.5,10.43004,0.111028,120.499451,178.419646,211.128489,0.710459,50,635,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,3,2.0,200,120,80,157574,78787.0,1.280469,1.258673,2.387198,3.175441,8.251424,0.992019,1179,1683,0,3610,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,4,2.0,200,120,80,152384,76192.0,1.323774,1.256881,2.180326,3.005211,8.71276,0.990814,1130,1642,0,3562,160947,7.149432
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,4,2.0,200,120,80,193092,96546.0,0.682026,0.000121,3.149804,4.602579,14.112243,0.994792,1684,2160,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,4,2.0,200,120,80,62871,31435.5,3.213006,2.963684,5.131811,5.862229,6.928669,0.999994,619,625,0,14312,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,4,2.0,200,120,80,20596,10298.0,9.739057,0.107973,92.027229,121.875004,159.733611,0.717786,77,1000,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,4,2.0,200,120,80,155702,77851.0,1.295611,1.278565,2.343425,3.1156,6.933205,0.99274,1157,1666,0,3538,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,5,2.0,200,120,80,154776,77388.0,1.303342,1.236506,2.164352,2.968746,8.342472,0.990637,1135,1671,0,3648,164834,7.202852
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,5,2.0,200,120,80,191971,95985.5,0.686375,0.00013,3.175963,4.615277,13.889304,0.993419,1635,2161,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,5,2.0,200,120,80,63251,31625.5,3.197296,2.694748,6.334592,7.723007,8.853494,0.999996,623,628,0,14055,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,5,2.0,200,120,80,21244,10622.0,9.467909,0.108248,79.075657,114.241829,153.239448,0.801975,81,747,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,5,2.0,200,120,80,154911,77455.5,1.302106,1.299029,2.360048,3.213405,6.535302,0.991674,1109,1702,0,3565,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,6,2.0,200,120,80,155634,77817.0,1.296152,1.234557,2.162438,3.020093,8.88886,0.990584,1141,1680,0,3688,164828,7.683173
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,6,2.0,200,120,80,193892,96946.0,0.677936,0.000121,3.026366,4.591374,13.671934,0.995184,1687,2183,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,6,2.0,200,120,80,56500,28250.0,3.573855,3.39546,4.782099,6.378626,8.988188,0.999982,556,564,0,14305,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,6,2.0,200,120,80,20861,10430.5,9.389425,0.108704,85.610048,135.659199,190.541452,0.69757,79,914,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,6,2.0,200,120,80,157037,78518.5,1.284426,1.26525,2.339998,3.162849,6.964954,0.992297,1174,1678,0,3585,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,7,2.0,200,120,80,154082,77041.0,1.309209,1.247708,2.145664,2.955981,9.572068,0.990904,1113,1663,0,3649,164199,8.317986
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,7,2.0,200,120,80,184621,92310.5,0.716321,0.000121,3.622816,5.926198,23.41321,0.996128,1584,2071,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,7,2.0,200,120,80,70940,35470.0,2.84786,2.72416,3.822634,5.522111,6.422161,0.999998,700,705,0,14230,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,7,2.0,200,120,80,19834,9917.0,9.737861,0.106761,117.457116,168.43289,210.563102,0.575417,37,958,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,7,2.0,200,120,80,153768,76884.0,1.311916,1.287373,2.418296,3.244905,7.630456,0.992124,1156,1659,0,3535,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,8,2.0,200,120,80,152274,76137.0,1.324875,1.2654,2.161656,2.905772,9.32997,0.991469,1111,1633,0,3532,161996,7.92456
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,8,2.0,200,120,80,194036,97018.0,0.677071,0.000121,3.239637,4.692478,21.260967,0.996501,1727,2349,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,8,2.0,200,120,80,53601,26800.5,3.773118,3.274251,7.125984,9.308749,10.136588,0.999992,527,533,0,14279,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,8,2.0,200,120,80,20189,10094.5,9.930498,0.107833,107.100802,147.396256,186.551943,0.72931,51,597,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,8,2.0,200,120,80,152934,76467.0,1.319247,1.294995,2.437733,3.317457,7.551326,0.991856,1111,1651,0,3482,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,1,2.0,200,120,80,48926,24463.0,0.189246,0.179886,0.31907,0.438556,2.03111,0.998355,458,516,0,16807,27620,1.497143
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,1,2.0,200,120,80,49905,24952.5,0.00458,0.0001,0.000311,0.135543,1.601095,0.998305,466,527,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,1,2.0,200,120,80,48577,24288.5,0.220269,0.193145,0.403576,0.860457,3.506059,0.998466,456,511,0,16960,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,1,2.0,200,120,80,49930,24965.0,0.093267,0.090326,0.138937,0.159439,1.284467,0.998305,466,526,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,1,2.0,200,120,80,48959,24479.5,0.187675,0.179251,0.30286,0.408256,2.409716,0.998359,459,516,0,17028,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,2,2.0,200,120,80,48129,24064.5,0.19511,0.178804,0.329884,0.620844,2.499894,0.999422,459,503,0,16705,27263,1.229157
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,2,2.0,200,120,80,49232,24616.0,0.005037,9.1e-05,0.00034,0.138951,0.724921,0.999474,472,508,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,2,2.0,200,120,80,48064,24032.0,0.202934,0.190028,0.364234,0.500615,1.173715,0.999416,458,502,0,17227,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,2,2.0,200,120,80,49252,24626.0,0.094994,0.089404,0.140482,0.192017,2.281973,0.999475,472,509,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,2,2.0,200,120,80,48246,24123.0,0.186533,0.179202,0.302403,0.400051,1.819397,0.999454,462,502,0,16990,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,3,2.0,200,120,80,48520,24260.0,0.184268,0.177094,0.300582,0.408692,1.06112,0.999145,455,499,0,17047,27349,0.366631
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,3,2.0,200,120,80,49518,24759.0,0.004784,9.1e-05,0.00033,0.137559,0.939334,0.998953,458,509,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,3,2.0,200,120,80,48206,24103.0,0.21094,0.189553,0.369639,0.614333,2.837763,0.999179,451,496,0,17233,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,3,2.0,200,120,80,49574,24787.0,0.092532,0.089337,0.138809,0.162713,0.505742,0.998939,458,510,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,3,2.0,200,120,80,48406,24203.0,0.192623,0.180136,0.317501,0.542091,2.413684,0.999158,454,497,0,16815,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,4,2.0,200,120,80,49754,24877.0,0.185389,0.177588,0.304023,0.417179,1.54085,0.999126,464,517,0,16818,28051,1.313062
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,4,2.0,200,120,80,50769,25384.5,0.004623,0.0001,0.000331,0.1343,0.8037,0.999089,473,526,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,4,2.0,200,120,80,49589,24794.5,0.201422,0.189039,0.35787,0.480879,1.607219,0.999143,461,513,0,17281,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,4,2.0,200,120,80,50815,25407.5,0.092707,0.089054,0.13979,0.161084,0.532412,0.999096,475,526,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,4,2.0,200,120,80,49763,24881.5,0.185009,0.178709,0.299339,0.388629,0.950631,0.99912,464,515,0,17075,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,5,2.0,200,120,80,49028,24514.0,0.195011,0.178999,0.328515,0.602511,2.323503,0.998856,450,510,0,16735,27981,1.495762
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,5,2.0,200,120,80,50274,25137.0,0.004621,9.1e-05,0.00032,0.134386,0.739413,0.998754,460,527,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,5,2.0,200,120,80,48982,24491.0,0.201162,0.189685,0.355894,0.476395,1.865284,0.998835,449,509,0,17226,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,5,2.0,200,120,80,50315,25157.5,0.092765,0.089054,0.139716,0.162906,1.045221,0.99876,461,529,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,5,2.0,200,120,80,49145,24572.5,0.186201,0.179765,0.300582,0.398138,1.879751,0.998832,451,512,0,17013,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,6,2.0,200,120,80,50309,25154.5,0.194069,0.17894,0.322919,0.59837,2.564856,0.998886,474,524,0,16667,28673,1.028037
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,6,2.0,200,120,80,51695,25847.5,0.00447,9.1e-05,0.00032,0.132862,0.308569,0.998864,487,538,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,6,2.0,200,120,80,50185,25092.5,0.204497,0.190427,0.364555,0.511348,1.623444,0.998899,472,521,0,17093,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,6,2.0,200,120,80,51737,25868.5,0.092291,0.088998,0.138109,0.157561,0.452892,0.99886,488,539,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,6,2.0,200,120,80,50087,25043.5,0.207007,0.18561,0.394472,0.730768,2.263388,0.998874,472,520,0,16201,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,7,2.0,200,120,80,48901,24450.5,0.183708,0.176676,0.299831,0.409907,1.628801,0.998729,454,511,0,17055,27570,0.554865
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,7,2.0,200,120,80,49946,24973.0,0.004699,9.1e-05,0.00032,0.13461,1.42873,0.99863,462,524,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,7,2.0,200,120,80,48476,24238.0,0.219424,0.190201,0.389261,1.012976,3.671364,0.998779,452,504,0,16979,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,7,2.0,200,120,80,49925,24962.5,0.095218,0.08992,0.142542,0.216857,1.288144,0.998635,462,523,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,7,2.0,200,120,80,48770,24385.0,0.193613,0.180098,0.323234,0.572023,1.941713,0.998766,453,508,0,16749,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,gfgrr,101,bursty,kv,8,2.0,200,120,80,48955,24477.5,0.185634,0.177967,0.304746,0.42129,0.968402,0.999127,451,507,0,16976,27880,0.404443
x86_64,result-ubuntu-24.04-N101-kv-bursty,dguard,101,bursty,kv,8,2.0,200,120,80,50072,25036.0,0.004613,9.1e-05,0.00032,0.134476,1.168599,0.99915,464,515,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,fifo,101,bursty,kv,8,2.0,200,120,80,48765,24382.5,0.202596,0.18918,0.361871,0.492087,2.440023,0.999109,449,506,0,17263,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,waiter,101,bursty,kv,8,2.0,200,120,80,50113,25056.5,0.092807,0.08973,0.139469,0.164532,0.629768,0.999142,464,516,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-bursty,agemwis,101,bursty,kv,8,2.0,200,120,80,48873,24436.5,0.191165,0.179906,0.313969,0.521369,1.891907,0.999113,450,508,0,16883,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,1,2.0,200,120,80,31470,15735.0,0.85489,0.360356,2.759531,3.96841,9.155178,0.999163,293,328,0,18506,26681,8.705474
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,1,2.0,200,120,80,31842,15921.0,0.7048,0.263468,2.57383,3.823068,9.513746,0.999035,294,332,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,1,2.0,200,120,80,8941,4470.5,17.00172,16.964299,22.583171,24.766643,28.026151,0.999796,86,91,0,13346,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,1,2.0,200,120,80,31187,15593.5,0.911231,0.385882,3.21745,5.068666,11.474396,0.999053,286,328,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,1,2.0,200,120,80,31503,15751.5,0.851479,0.355672,2.750493,3.927807,8.03096,0.99915,291,328,0,18689,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,2,2.0,200,120,80,31665,15832.5,0.849031,0.373648,2.716093,3.894618,10.440204,0.999259,293,328,0,18601,27101,10.171892
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,2,2.0,200,120,80,32020,16010.0,0.702535,0.262689,2.585318,3.781234,9.476832,0.999262,294,332,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,2,2.0,200,120,80,9089,4544.5,16.80467,16.790259,22.122582,24.390712,26.957494,0.999769,87,92,0,13462,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,2,2.0,200,120,80,31349,15674.5,0.907753,0.382384,3.231137,5.161106,11.549292,0.999227,291,325,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,2,2.0,200,120,80,31715,15857.5,0.839362,0.330153,2.743886,3.945549,8.738857,0.999307,294,328,0,18648,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,3,2.0,200,120,80,31402,15701.0,0.850562,0.367737,2.730304,3.827256,7.897896,0.999282,291,330,0,18665,26768,7.669336
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,3,2.0,200,120,80,31763,15881.5,0.700324,0.255857,2.584169,3.753775,7.522328,0.999242,291,332,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,3,2.0,200,120,80,8696,4348.0,17.54324,17.210154,23.859231,26.909065,29.923167,0.999737,82,90,0,13302,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,3,2.0,200,120,80,31099,15549.5,0.907624,0.388627,3.213686,5.124237,11.239868,0.999251,289,328,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,3,2.0,200,120,80,31456,15728.0,0.840559,0.327178,2.729199,3.914525,6.797608,0.999242,294,330,0,18728,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,4,2.0,200,120,80,31928,15964.0,0.855678,0.379785,2.739736,3.90633,7.806209,0.999704,303,330,0,18639,27189,7.649986
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,4,2.0,200,120,80,32314,16157.0,0.698605,0.266255,2.558442,3.773771,8.870617,0.999746,309,335,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,4,2.0,200,120,80,8765,4382.5,17.521329,17.235725,23.484132,28.24558,32.301785,0.999809,84,90,0,13222,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,4,2.0,200,120,80,31588,15794.0,0.922027,0.404987,3.261157,5.190452,11.586803,0.999681,297,326,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,4,2.0,200,120,80,31969,15984.5,0.844985,0.356605,2.740643,3.836989,8.936664,0.999741,300,330,0,18754,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,5,2.0,200,120,80,31541,15770.5,0.868292,0.37862,2.76151,3.951334,7.999433,0.999544,297,328,0,18593,26804,7.842977
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,5,2.0,200,120,80,31925,15962.5,0.716371,0.278379,2.598542,3.793865,7.584942,0.999573,301,330,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,5,2.0,200,120,80,8911,4455.5,17.022721,16.729082,22.859455,25.360497,29.670522,0.99969,83,92,0,13398,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,5,2.0,200,120,80,31122,15561.0,0.94905,0.437449,3.322907,5.14076,11.608224,0.999506,290,322,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,5,2.0,200,120,80,31576,15788.0,0.864118,0.366716,2.795092,3.979006,8.563286,0.999604,300,326,0,18683,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,6,2.0,200,120,80,31784,15892.0,0.866783,0.392939,2.760003,3.9773,8.568179,0.999259,296,333,0,18542,27251,8.38474
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,6,2.0,200,120,80,32208,16104.0,0.707989,0.271142,2.565053,3.744171,11.071203,0.999267,300,338,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,6,2.0,200,120,80,8971,4485.5,17.049579,17.03097,22.312648,24.13681,26.526133,0.999773,86,92,0,13287,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,6,2.0,200,120,80,31457,15728.5,0.932211,0.42304,3.243326,5.199272,13.565947,0.999181,291,335,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,6,2.0,200,120,80,31813,15906.5,0.864485,0.379763,2.773447,3.964384,7.229448,0.999209,294,335,0,18628,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,7,2.0,200,120,80,31495,15747.5,0.861758,0.366507,2.760754,3.892897,7.310907,0.999254,292,332,0,18578,26840,7.174771
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,7,2.0,200,120,80,31933,15966.5,0.699054,0.257593,2.558173,3.675005,9.256248,0.99929,296,338,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,7,2.0,200,120,80,8742,4371.0,17.529822,17.347621,23.581148,26.497628,31.170259,0.999742,83,90,0,13238,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,7,2.0,200,120,80,31185,15592.5,0.922654,0.410728,3.233195,5.174213,12.708785,0.999207,287,331,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,7,2.0,200,120,80,31528,15764.0,0.856109,0.355623,2.771083,4.001943,8.285251,0.999248,289,334,0,18696,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,gfgrr,101,bursty,sleep,8,2.0,200,120,80,31262,15631.0,0.859209,0.372499,2.789258,3.948888,8.620384,0.999047,286,327,0,18650,26589,8.487464
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,dguard,101,bursty,sleep,8,2.0,200,120,80,31667,15833.5,0.703071,0.261609,2.563596,3.797832,7.697677,0.999012,287,331,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,fifo,101,bursty,sleep,8,2.0,200,120,80,8952,4476.0,16.896008,16.755604,22.694035,24.49581,26.300995,0.999582,83,92,0,13487,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,waiter,101,bursty,sleep,8,2.0,200,120,80,30931,15465.5,0.923795,0.395787,3.252737,5.150287,10.611413,0.998974,279,323,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-bursty,agemwis,101,bursty,sleep,8,2.0,200,120,80,31327,15663.5,0.848563,0.33263,2.748742,3.883404,8.148555,0.999093,285,327,0,18726,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,gfgrr,101,saturated,sleep,1,2.0,200,120,80,51897,25948.5,2.276534,0.272784,11.346618,20.051895,56.723201,0.996834,450,583,0,17974,54986,56.479667
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,dguard,101,saturated,sleep,1,2.0,200,120,80,47684,23842.0,2.499423,0.979195,10.587579,16.124127,47.122205,0.998495,430,518,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,fifo,101,saturated,sleep,1,2.0,200,120,80,1159,579.5,171.944497,172.440378,180.362469,181.669313,182.949313,0.99811,11,12,0,6744,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,waiter,101,saturated,sleep,1,2.0,200,120,80,1155,577.5,90.737819,0.101467,501.190363,1948.852308,1966.325824,0.138426,1,129,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,agemwis,101,saturated,sleep,1,2.0,200,120,80,55841,27920.5,1.960519,0.16102,2.02778,52.817652,459.799586,0.948234,341,763,0,18088,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,gfgrr,101,saturated,sleep,2,2.0,200,120,80,51848,25924.0,2.277168,0.275916,11.087626,19.73033,62.539108,0.998555,472,551,0,18024,55111,62.348814
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,dguard,101,saturated,sleep,2,2.0,200,120,80,47592,23796.0,2.506707,0.916619,10.557265,16.810821,51.550865,0.998031,425,519,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,fifo,101,saturated,sleep,2,2.0,200,120,80,1324,662.0,151.023599,151.860576,163.722627,165.880227,167.428371,0.999436,13,14,0,6737,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,waiter,101,saturated,sleep,2,2.0,200,120,80,1167,583.5,69.345338,0.097691,149.615948,1937.531568,2101.340359,0.076758,0,257,28,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,agemwis,101,saturated,sleep,2,2.0,200,120,80,56074,28037.0,2.005161,0.160668,1.834971,45.134051,424.438903,0.964572,376,727,0,18070,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,gfgrr,101,saturated,sleep,3,2.0,200,120,80,51896,25948.0,2.274372,0.273764,11.060804,19.406034,53.89933,0.996003,446,582,0,18018,55048,53.466599
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,dguard,101,saturated,sleep,3,2.0,200,120,80,47544,23772.0,2.511763,0.924254,10.699952,16.995376,46.47059,0.998363,430,516,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,fifo,101,saturated,sleep,3,2.0,200,120,80,1942,971.0,103.018202,102.985125,109.329835,111.228298,113.751715,0.999525,19,20,0,6912,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,waiter,101,saturated,sleep,3,2.0,200,120,80,1159,579.5,49.035076,0.100555,127.878039,1250.289679,1929.548812,0.100304,0,183,35,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,agemwis,101,saturated,sleep,3,2.0,200,120,80,55957,27978.5,2.018315,0.16154,2.600305,62.853176,350.773835,0.952498,372,734,0,18106,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,gfgrr,101,saturated,sleep,4,2.0,200,120,80,51972,25986.0,2.272871,0.275084,11.098917,19.07375,52.099467,0.997804,458,565,0,17979,55171,51.802067
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,dguard,101,saturated,sleep,4,2.0,200,120,80,47875,23937.5,2.489574,0.956171,10.49757,16.133622,39.520709,0.998734,432,514,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,fifo,101,saturated,sleep,4,2.0,200,120,80,4028,2014.0,48.928823,43.786383,78.023261,85.01439,89.205675,0.999897,39,41,0,7693,0,0.0
arm64,result-ubuntu-24.04-arm-N101-sleep-saturated,waiter,101,saturated,sleep,4,2.0,200,120,80,1167,583.5,70.713422,0.099379,153.544679,1980.544289,2029.560349,0.080854,0,257,25,0,0,0.0
